review,rating,date,bank,source
Old version is better on showing old transaction list than this one,2,2023-03-22,CBE,Google Play
Please don't make us force update the app it log us out and we need to go in person to the branch to use the app that is hard for people like us who travele a lot from country,1,2023-03-21,CBE,Google Play
Please! in the next update add tele birr transfer to other.,5,2023-03-21,CBE,Google Play
Good job kep it up,1,2023-03-20,CBE,Google Play
I use this up it was very convenient and fast to transfer and receive money,5,2023-03-20,CBE,Google Play
baaye gaari dha,4,2023-03-20,CBE,Google Play
Where can i get verfication code,3,2023-03-20,CBE,Google Play
I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,2,2023-03-19,CBE,Google Play
it is good app to use. unless the exchange rate section has confused rate specially Suddanesse dinar (SDD) implies high buy rate and low sell rate.,4,2023-03-18,CBE,Google Play
ለተቀነሰው ገንዘብ ወዲያውኑ ኖቲፋይ ባለማድረጉ የተጠቃሚ ጌዜ እያባከነ ይገኛልና ብታስተካክሉ።,1,2023-03-18,CBE,Google Play
Nice application. Thanks,5,2023-03-17,CBE,Google Play
"Still the best mobile banking app out here beautiful ui very functional , i wish u used the nfc capability of most devices and also smt intesrting with the new rolled out atm cards that has nfc chips in them it would be smt very new tap and pay through ur atm card to a device . All in all i love it",5,2023-03-17,CBE,Google Play
Absolutely The Best Mobile banking i ever seen thank you CBE !!!,5,2023-03-16,CBE,Google Play
Perfect App if the following will improved: ==》Sometimes why delay to send text for receiver or sender? ==》Need full statement request option menu at home page ==》Please include Cash Withdrawal mechanism option in your next version,5,2023-03-15,CBE,Google Play
Simple and Easy app,5,2023-03-15,CBE,Google Play
"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.",3,2023-03-15,CBE,Google Play
Not working @ all! 😡😡😡 Older version was much more better!,1,2023-03-15,CBE,Google Play
"Now after the last update has been launched, the app is being somewhat complex. The orders of the transaction is not working correctly. Please have a review on it.",1,2023-03-14,CBE,Google Play
It's not working at abroad for me. It was good in home country. I don't why the reason is! please advice me any one who has an experience.,1,2023-03-14,CBE,Google Play
"Simple, reliable. And updates regularly. Impressive.",4,2023-03-14,CBE,Google Play
"Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesn't have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature.",4,2023-03-12,CBE,Google Play
Still now i can't even see my current balance..? It has been a while... is it just me or somebody else's problem too..?,2,2023-03-12,CBE,Google Play
Transactions history is not being fully shown fix it,2,2023-03-12,CBE,Google Play
"the best app, than you so much ,becouse of this app Things so easy",5,2023-03-11,CBE,Google Play
It so good App,5,2023-03-11,CBE,Google Play
Almost Impossible to use it aboard.,1,2023-03-11,CBE,Google Play
Good and easy,5,2023-03-11,CBE,Google Play
It's fantastic apps,5,2023-03-11,CBE,Google Play
"For those who have only one phone but have two bank accounts, it is not possible to administer both accounts in one phone. Please, make your program to allow two accounts in one phone.",4,2023-03-11,CBE,Google Play
"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.",3,2023-03-10,CBE,Google Play
When ever I change my phone or something happened why would I have to go to the office to get the code this app this not amazing I didn't like it this is big problem u have to change this if I have to go to the bank every time I change phone or anything happened it bad app in this time in this technology.,1,2023-03-10,CBE,Google Play
It's a good update but the system doesn't work a lot of time,3,2023-03-10,CBE,Google Play
The recent updated version shows a very short period transactions. Thus it has to be improved and in this regard the previous version was better.,3,2023-03-09,CBE,Google Play
በጣም አሪፍ Application ነው።,5,2023-03-09,CBE,Google Play
In the next update if it is possible if there is a confirmation requested to confirm the payment again the pin requested before transferring(like telbirr),4,2023-03-09,CBE,Google Play
This version is so slow,1,2023-03-09,CBE,Google Play
Since the last two weeks I could not see balance. It becomes busy and difficult to check remaining amount.,2,2023-03-09,CBE,Google Play
"The most recent update is so impressive that Stops stucking,Speedy transaction.Thanks and keep updating.",4,2023-03-09,CBE,Google Play
Always rely on,5,2023-03-08,CBE,Google Play
Recent transactions history was loading properly and used to preview older histories too but not anymore and that sucks! So work on transactions history well!,1,2023-03-08,CBE,Google Play
The worst app and bank.,1,2023-03-08,CBE,Google Play
A very cool app👍🏽👍🏽👍🏽,5,2023-03-08,CBE,Google Play
Excellent app but not CBE,5,2023-03-06,CBE,Google Play
sakas sakad,5,2023-03-06,CBE,Google Play
"Easy to use,and time saver.",5,2023-03-06,CBE,Google Play
Khaatimaa bareeddu nuuf kannee Qabrii teenya Caffee jannataa nuuf Godhee nuhaa gamma chiisu Rabbiin,5,2023-03-05,CBE,Google Play
This app is awesome 👍,5,2023-03-05,CBE,Google Play
"It is a very simple and convenient application, if exporting or downloading option included more preferable",3,2023-03-05,CBE,Google Play
It very nice connection So it is better to releases for us,5,2023-03-04,CBE,Google Play
Super exhausting😴,1,2023-03-04,CBE,Google Play
This application is a step for our country. But we need to upgrade and modify it. It Continously get stucks and gives error.,5,2023-03-04,CBE,Google Play
That is good bank but there is something wrong 😕,2,2023-03-04,CBE,Google Play
Wow its ezi to Accse,5,2023-03-04,CBE,Google Play
Better than the other CBE system to send money.,5,2023-03-03,CBE,Google Play
I wish the app informs who transferred money when it sends deposits credited to my account as Dashen Bank does.,4,2023-03-03,CBE,Google Play
Not akspriyans,5,2023-03-03,CBE,Google Play
Easy to use and confidential,5,2023-03-02,CBE,Google Play
1 Ahmad jihaad,5,2023-03-01,CBE,Google Play
Easy to use !,5,2023-02-27,CBE,Google Play
Like it good work,5,2023-02-27,CBE,Google Play
Very nice app,1,2023-02-24,CBE,Google Play
History section is very bad,2,2023-02-22,CBE,Google Play
I prefer this app,5,2023-02-21,CBE,Google Play
"It's a great app, thank you",5,2023-02-21,CBE,Google Play
"A nice app but it has limitations like sometimes stuk to scroldown, late to updete transactions",4,2023-02-19,CBE,Google Play
It's soo good app,5,2023-02-19,CBE,Google Play
"The limited transaction listing, only to recent list, makes your app of limited help.",1,2023-02-17,CBE,Google Play
nice.....kept it up,5,2023-02-16,CBE,Google Play
"CBE, Z bank u can always rely on!!!",5,2023-02-15,CBE,Google Play
The Best optional application !,5,2023-02-14,CBE,Google Play
I cannot access the services to transferor to pay my bills,1,2023-02-14,CBE,Google Play
Perfect but sometimes delays,4,2023-02-14,CBE,Google Play
I'm using this supplication when I'm out of my country this is useful,5,2023-02-13,CBE,Google Play
Use this app,5,2023-02-09,CBE,Google Play
It is slowwww,1,2023-02-09,CBE,Google Play
Doesn't sync multiple accounts,1,2023-02-08,CBE,Google Play
Please download fastly the apps,5,2023-02-05,CBE,Google Play
Nice App!! keep going 👍,5,2023-02-04,CBE,Google Play
It is very good application,5,2023-02-03,CBE,Google Play
It's to easy to transfer local money thats why.,4,2023-02-03,CBE,Google Play
"Nice experience from last 3 years Only problem is that, added beneficiary not working. But overall good experience.",5,2023-02-03,CBE,Google Play
Awesome apps but the new update failed starting from January 31 2023,1,2023-02-01,CBE,Google Play
የተላከ ገንዘብ መቼ ነዉ ሚለቀቀዉ,5,2023-02-01,CBE,Google Play
When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.,1,2023-01-30,CBE,Google Play
I always like this banking app,5,2023-01-30,CBE,Google Play
Why are the messages always come to me very late? I can't even see who has deposed the money it's very annoying. You have to fix this,3,2023-01-29,CBE,Google Play
"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",3,2023-01-29,CBE,Google Play
I LIKED THIS APP 😊MAY IT WILL NEW UPDATIONS SOON THANKS😊,5,2023-01-29,CBE,Google Play
በጣም ደስ የሚል ቀለል ያለ,5,2023-01-27,CBE,Google Play
The Commercial Bank of Ethiopia application is easy to use. Really recommended.,5,2023-01-27,CBE,Google Play
Recent and Accounts not responding thw previous version was nice. This version UI looks attractive but almost half features not working.,1,2023-01-26,CBE,Google Play
1.Money withidirawal from bank into my debit card and credit next in to make Ethiopian My saving bank account number.3rd limete My money withidirawal in to make mobile money wallet plus in to make My Ethiopian saving Bank account number is attached with allow me My money . all my money convert to Ethiopian birr to make. Excuse me my needs seed and received money withidirawal more amended more detail.,5,2023-01-25,CBE,Google Play
i like this app,1,2023-01-25,CBE,Google Play
"In the beginning, the ability to capture the history was small, now it's a great job to capture all the transactions and the user can see them, another problem is that if a transaction or transfer is made, the number of the receipt will not be downloaded when saving to avoid it, unless a screenshot is taken, it would be better if you fix this.",5,2023-01-25,CBE,Google Play
Yuusuf 24:01:2023,5,2023-01-24,CBE,Google Play
Very best app,5,2023-01-24,CBE,Google Play
Perfect App,5,2023-01-23,CBE,Google Play
The app is crashing and freezing in recents' section. But it works fine in other sections very helpful app.,5,2023-01-23,CBE,Google Play
great applca,5,2023-01-21,CBE,Google Play
Its good app to use.,5,2023-01-20,CBE,Google Play
Very good app.,5,2023-01-19,CBE,Google Play
Very interesting app in digital economy,5,2023-01-18,CBE,Google Play
it securty is good for hackeres,1,2023-01-18,CBE,Google Play
Its nice betammm,5,2023-01-18,CBE,Google Play
business all,4,2023-01-17,CBE,Google Play
"Amazing Apps but if you add other language Like Afaan Oromoo, Afar, Somali it's more than this",3,2023-01-17,CBE,Google Play
Fast and reliable,5,2023-01-13,CBE,Google Play
Easy and interesting app,5,2023-01-13,CBE,Google Play
since i down loaded this APP nothing any problem happened .it very nice app,5,2023-01-12,CBE,Google Play
9/6/17 *** It has not been updated for years and has some bugs 6/8/2020 **** Just updated the app from the link i get through sms. It looks good.,5,2023-01-12,CBE,Google Play
"It's a very nice and simple app but, when checking the transaction details, it's not showing who sent/deposited money into my account. Especially when I receive money from organisations.",4,2023-01-12,CBE,Google Play
I like the app,5,2023-01-11,CBE,Google Play
Pest mobile banking app,5,2023-01-10,CBE,Google Play
Its so busy when you open the recent transaction option👎👎👎👎,1,2023-01-10,CBE,Google Play
ንግድ ባንክ የሞባይል ባንኪንግ አፕ በጣም መልካም ሆኖ አግኝቼዋለሁ ፣ ህይወቴን አቅሎልኛል።,5,2023-01-10,CBE,Google Play
1. It has poor password 2. It doesn't save transaction content that pop-ups during transaction. 3. It is user friendly.,5,2023-01-10,CBE,Google Play
በጣም ምርጥ ማመልከቻ ነው በእውነት በጣም አሪፍ አፕልኬሽን ነው የኢትዮጵያ ንግድ ባንክ ሁሌ ኑርልን🙏🙏🙏🙏,5,2023-01-10,CBE,Google Play
easy to access,5,2023-01-09,CBE,Google Play
Easy to understand and use it,5,2023-01-09,CBE,Google Play
Very useful,5,2023-01-09,CBE,Google Play
This app is important and simply to use it,5,2023-01-08,CBE,Google Play
It makes life easy,5,2023-01-07,CBE,Google Play
"Good mobile banking application except some bugs. For instance, when I transfer money from account to account, an error message called 'already existed account' appears. But the money was transferred without any confirmation message. If I was not aware of that, I tried multiple times and sent the money multiple times too.",5,2023-01-06,CBE,Google Play
sometimes it will be busy.by somewhat it is good,4,2023-01-06,CBE,Google Play
"This is the worst App I ever seen. Every time CBE does small patches or updates, the app doesn't work and you have to go to your branch in person to get the update and verification on your phone. It is totally unacceptable. I am living abroad and because of their problems I can't make payments and transfers. I send my representative(""ተወካይ"") to Addis Ababa Branch with his full-representation paper (""ሙሉ ውክልና"") but the staff working at mobile banking services is not willing to fix the problem.",1,2023-01-06,CBE,Google Play
በጣም ቀላል እና ለመጠቀም ምቹ የሆነ መተግበሪያ ነው።ብዙ ነገር አቃለለልን። I want to thank the developer of this software!(CBE)🙏namaste,4,2023-01-05,CBE,Google Play
This app helped me a lot to pay my kids school payment and my bill.,5,2023-01-05,CBE,Google Play
Best app and simple to use,5,2023-01-04,CBE,Google Play
Keep it up it .this up is very efficient .,5,2023-01-04,CBE,Google Play
Foreign transfer provided by this bank is poor but local service is excellent.,5,2023-01-04,CBE,Google Play
"Over all Nice app, But I do like to point out a little bit of an issue. The transaction history tab needs a lot of work. It is so sluggish to a point it makes the app crash at times.",4,2023-01-04,CBE,Google Play
It is a very good application. It works better than any other applications i came across. I have seen much progress since the first time i started using it. Still it needs some improvement with connectivity issues.,4,2023-01-03,CBE,Google Play
I have 6th year job experiance,1,2023-01-03,CBE,Google Play
It's the best app so far,5,2023-01-03,CBE,Google Play
Easy for use,5,2023-01-02,CBE,Google Play
Am happy to use the app.,5,2023-01-02,CBE,Google Play
"I appreciate CBE for letting us enjoy this wonderful app. However, I would like it even more if you could raise the maximum amount to transfer from 25,000 to other banks.",4,2023-01-02,CBE,Google Play
በጣም ምቹ ቀልጣፋና ቀላል 👍,5,2023-01-02,CBE,Google Play
I like it this one is fast and simple to use,5,2023-01-02,CBE,Google Play
The best bank app !!!,5,2023-01-01,CBE,Google Play
Good performance,5,2022-12-30,CBE,Google Play
The easiest & user friendly mobile banking app so far.,5,2022-12-30,CBE,Google Play
Thanks for this application,5,2022-12-29,CBE,Google Play
Sometimes I make transactions twice because of repository failed issue Its annoying The app gets too busy it may also be closed when the recent option is clicked. After making a transaction there is a download option but it says can't save the image. Other than this issues the app is user friendly,4,2022-12-29,CBE,Google Play
Amazing app,5,2022-12-29,CBE,Google Play
Easy to use,1,2022-12-27,CBE,Google Play
this is the only best app,5,2022-12-27,CBE,Google Play
It is easiest app i ever seen 🤷‍♂️🤷‍♂️,5,2022-12-27,CBE,Google Play
Dosn't work in these 3 days,3,2022-12-26,CBE,Google Play
It is magnificent App,5,2022-12-26,CBE,Google Play
Salaa.abdii,5,2022-12-25,CBE,Google Play
"I like it ,it is nice 👌👌👌 but in the*889# its better to be the choice in recently used rather than as it was .",5,2022-12-25,CBE,Google Play
This app is one of the worst app that I used ever u are confused your last recently transaction and when you send money now you get the massage tomorrow or after 3 day,1,2022-12-25,CBE,Google Play
"It is a very good application, but, when I open the recent transactions it almost crashes or stops responding. You need to fix this.",3,2022-12-25,CBE,Google Play
The best one from the ather!,5,2022-12-24,CBE,Google Play
Nice fast....,5,2022-12-23,CBE,Google Play
እናመሰግናለን ግን ከእንተርኔት ነፃ መሆን ነበረበት,5,2022-12-23,CBE,Google Play
This app is very helpful because it is easy and user-friendly. It also provides different services and simplifies time to use other options.,5,2022-12-22,CBE,Google Play
Easy for life,5,2022-12-21,CBE,Google Play
It's the best app for banking I've ever had. It was very effective and provide fast and urgent services but currently it's detororiating.,3,2022-12-19,CBE,Google Play
Very Great to used but don't sale out multiple,5,2022-12-17,CBE,Google Play
"The app is great and easy to use. My issue is that, it some times show error message indicating failed transfer transaction, but when I check my balance later it actually made the transaction. This incident happened to me twice.",4,2022-12-16,CBE,Google Play
The app always stuck when i go to recent transactions,1,2022-12-15,CBE,Google Play
"Since I started using this app it. Really helped me a lot. The CBE started some years ago and it is good progress, other foreign banks has money years experience and and the technology is theirs. Yes some inconvenience can occur the bank have to simplify it fast. Keep on going!!!",4,2022-12-15,CBE,Google Play
i apritate your CBE application,5,2022-12-14,CBE,Google Play
"Most of the time 'no sync available'. Been trying to transfer all day,with no luck. Very bad app",1,2022-12-14,CBE,Google Play
Nice and excellent,5,2022-12-13,CBE,Google Play
Transfer checking balance utility service,5,2022-12-13,CBE,Google Play
"I love this app, it is easy to use and makes my life easier. Sometimes it says time out but sends money and sends agin. To send for other banks it is almost difficult and for other telbirr customers not totally possible yet. If these issues solved, the app is supper 5 star.",5,2022-12-12,CBE,Google Play
It's okay not bad,3,2022-12-12,CBE,Google Play
It is bad app Always stack,1,2022-12-12,CBE,Google Play
Wow good app.....easy to use.....,5,2022-12-12,CBE,Google Play
Very nice to used online,5,2022-12-12,CBE,Google Play
To use mobile banking,5,2022-12-11,CBE,Google Play
ካየኋቸው ሁሉ ምቹ እና ላጠቃቀም ቀላሉ ነው።,5,2022-12-10,CBE,Google Play
Good and simpl for use,1,2022-12-09,CBE,Google Play
Thank you for your service......great app i am enjoying it.,5,2022-12-09,CBE,Google Play
Excellent and convenient service...Kudos CBE,5,2022-12-08,CBE,Google Play
It was good but there are some things missing like 1- can't get more than 10 transection so you add to get last 6 month transection.,3,2022-12-08,CBE,Google Play
The best mobile banking app with an excellent user friendly interface. Bravo.,5,2022-12-07,CBE,Google Play
"I use a variety of mobile banking applications, but I really enjoy using CBE over those from other banks because it's quick and user-friendly. I greatly appreciate it.",5,2022-12-07,CBE,Google Play
Excellent app... never had any problem in using it. Very excellent job you are doing CBE. Get going!!!!,5,2022-12-07,CBE,Google Play
A bank you can always trust,5,2022-12-07,CBE,Google Play
This app is good but could not merge multiple CBE accounts and fails to download transaction reports after the late update. Why? I am using Samsung M12.,4,2022-12-06,CBE,Google Play
Amazing application which is very easy to use? Keep going CBE,5,2022-12-06,CBE,Google Play
Fantastic and it is upto the expectation!,5,2022-12-05,CBE,Google Play
Excellent app.but while I am out of the app it redirect back to login page by it self,4,2022-12-05,CBE,Google Play
Some of the worst app made by a bank in order to login when changing phone you have to go to a bank manager and the manager always say something new to login you back to the app it's sad there making billions and cant handle to make a better app for it.,1,2022-12-05,CBE,Google Play
"after I sent money, I couldn't get updated recent transaction.",1,2022-12-04,CBE,Google Play
I lv this application,5,2022-12-02,CBE,Google Play
It's great app thanks CBE. so mach easy to use and it's secure.,5,2022-12-02,CBE,Google Play
"It stacks in the recent option, can't download the transaction info.",1,2022-12-01,CBE,Google Play
Best of the Best,5,2022-12-01,CBE,Google Play
ጥሩ ነው ግን በጣም ሃላ ቀር ነው ብዙ ነገር ይቀረዋል በደምብ አሻሸሉ,2,2022-12-01,CBE,Google Play
Great Services it makes my work easy Thanks,5,2022-12-01,CBE,Google Play
በጣምነው የወደድኩት,5,2022-11-29,CBE,Google Play
Compatibility issue is resolved now but the app crash many times when asked to show current statements.,4,2022-11-28,CBE,Google Play
please include alph password,4,2022-11-27,CBE,Google Play
"It's very good and joyful app, keep it the momentum",4,2022-11-26,CBE,Google Play
My apps can't save or share slip after trx completed,5,2022-11-25,CBE,Google Play
Our Kings done great things like the legend Commercial Bank of Ethiopia,5,2022-11-25,CBE,Google Play
It is Good but gove option to send Confirmation code by email if phone number is lost we can eash update on the website.,5,2022-11-25,CBE,Google Play
The late updates on my account after transfers that occurs sometimes is the only issue the rest of the app is excellent,4,2022-11-24,CBE,Google Play
It's very important even out of Ethiopian.,5,2022-11-24,CBE,Google Play
Fast and very latest!!!,5,2022-11-23,CBE,Google Play
"I have got the application very useful, fast and simple to use. It is great app for self service but I had to go to branch office to activate it. Please try using OTP to activate the app",4,2022-11-23,CBE,Google Play
It is Simple and fast mobile banking app. I am really enjoining with it.,5,2022-11-23,CBE,Google Play
"A wonderful app! Easy, reliable, secure and fast!",5,2022-11-22,CBE,Google Play
It is good but some issues like -It only allows for own telebir account transfer what about for the others telebir accouts ? If possible please include for the others -please merge CBE banking app with CBE birr app like Awash birr,3,2022-11-20,CBE,Google Play
Betam baset,5,2022-11-18,CBE,Google Play
A great app that makes life easy.,5,2022-11-18,CBE,Google Play
"Good,inshaalluah",3,2022-11-17,CBE,Google Play
Very Good y,5,2022-11-17,CBE,Google Play
"the App is one of the BEST things to have in Ethiopia but one of major problems is shows incorrect statements and incorrect available balance, merchants and supermarkets doesn't deduct right away 😑 deductible may come after weeks or month, once u already forgot about it and so many things to work on. please take it seriously Thanks 😊",3,2022-11-16,CBE,Google Play
Ibsa abdi nure Ethiopia dire dawa,4,2022-11-15,CBE,Google Play
CBE App is Excellent.,5,2022-11-14,CBE,Google Play
I like it more,5,2022-11-13,CBE,Google Play
"While Travelling, I couldn't transfer money from my account to another. I had to delete❌ the app and re install and then wait until they give me authorization code.... too complicated.",1,2022-11-13,CBE,Google Play
I have list of beneficiaries registered but can not transfer to them. It is throwing 'None available' message.,3,2022-11-11,CBE,Google Play
It was working fine till recently. It suddenly stopped showing me the balance on the front page and all service features are not working. Hope it gets fixed soon.,4,2022-11-10,CBE,Google Play
Good Application 👍 ✅️,3,2022-11-09,CBE,Google Play
Good application fast,5,2022-11-07,CBE,Google Play
Verygood app,5,2022-11-07,CBE,Google Play
Best app ever,5,2022-11-06,CBE,Google Play
I have been using this app for the past 2 years and I never had faced this kind of problem The problem is when you want to transfer it always says error or account pending then you think it didn't work unfortunately when you check your balance again it's already deducted,1,2022-11-04,CBE,Google Play
"The worst experience ever, It sends money while showing an error. Such incompetence from a company of this size!",1,2022-11-04,CBE,Google Play
I dont recommend this app Because when you make transfer or any transaction you dont get digtal resipt even if the transaction is done if you fix this the app is good enough,1,2022-11-04,CBE,Google Play
Solve sync pb,4,2022-11-03,CBE,Google Play
Best app ever,5,2022-11-03,CBE,Google Play
Very late the only app is never seen in my life,1,2022-11-03,CBE,Google Play
በጣም ጥሩ ነው አዳዲስ አገልግሎቶች ቢጨመሩበት ደግሞ መልካም ነው,5,2022-11-02,CBE,Google Play
Clear and easy to use,5,2022-11-02,CBE,Google Play
So amazing ap !!!!,5,2022-11-02,CBE,Google Play
Satisfactory,5,2022-11-01,CBE,Google Play
"As a financial app, the app should be more sensetive for any action. When i do some transaction, it shows error message. But the transaction already done at the back. If you see error messages, it may not be error. Automatically stop doing any action see your balance and wait for your sms.",1,2022-11-01,CBE,Google Play
No problem so far,5,2022-10-31,CBE,Google Play
"It's very extraordinary app, the user interface is soo awesome, most importantly it's very user friendly. In terms of speed and services its unbelievably fast and flexible. I really appreciate the crews who've been working behind the scene to make this wonderful job alive. Well done !",5,2022-10-31,CBE,Google Play
You should integrate hijra & ZamZam bank in the other banks,5,2022-10-31,CBE,Google Play
No commente keep working 👍,5,2022-10-27,CBE,Google Play
Easy and time consuming,1,2022-10-24,CBE,Google Play
We need access any where in the world keeps up my Ethiopian banking services,5,2022-10-24,CBE,Google Play
Wow very good,5,2022-10-23,CBE,Google Play
It’s really good apps and keep up a good work. Thank you.,5,2022-10-23,CBE,Google Play
Lot of things missing and doesn't update quickly,2,2022-10-22,CBE,Google Play
Its good but Sometimes it doesn't show me my full transaction and lately we haven't been able to transfer anything,4,2022-10-22,CBE,Google Play
Is not showing my account details,1,2022-10-22,CBE,Google Play
You improved the service of this app much better.,5,2022-10-20,CBE,Google Play
"We need the previous Version. This one doesn't work, specially while you are in recents and tries to scroll down. Its just rubbish. YOU BETTER SOLVE IT, OR I will transfer to AWASH.",1,2022-10-19,CBE,Google Play
"I have seen lots of issues on this app one of them is you can't use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why can't you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest",1,2022-10-18,CBE,Google Play
With this app i can not share or download transaction data after pay or transfer,3,2022-10-18,CBE,Google Play
Best app in Ethiopia banking,5,2022-10-16,CBE,Google Play
Simple and easy to use.,4,2022-10-14,CBE,Google Play
Nice to me and,5,2022-10-11,CBE,Google Play
"Better if we can have an option to save other bank accounts, like we save beneficiaries having CBE accounts. Let's have an option to add beneficiaries with other bank accounts.",4,2022-10-11,CBE,Google Play
"Please add ""Account Statement"" menu starting from date of account opened, instead of recent transactions.",5,2022-10-10,CBE,Google Play
Poor app don't use it,1,2022-10-10,CBE,Google Play
Why there is no ussd service for mobile banking.,2,2022-10-08,CBE,Google Play
"It's good, and helped me alot",5,2022-10-07,CBE,Google Play
I really like this app,5,2022-10-07,CBE,Google Play
It's easy to use except it sometimes stack to respond.,4,2022-10-07,CBE,Google Play
።።፥።ጵልልች ፦።ል፣ሎክልልዝጥ,5,2022-10-06,CBE,Google Play
Very good Very good,1,2022-10-06,CBE,Google Play
Best app i love it,5,2022-10-06,CBE,Google Play
"Most of the time, in the 'Recents' button the app becomes stuck and doesn't show up details of transactions and doesn't even scroll down; should be solved. Second, the app doesn't save the last pop-up screen when a transaction is complete. Third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",4,2022-10-06,CBE,Google Play
My phone said after intalling the app the this divice is rooted you can't use this app how can fix it,4,2022-10-04,CBE,Google Play
"This is an easy to use app; I wish it could include time of transaction, in addition to the date on the reports",4,2022-10-04,CBE,Google Play
Its fast and reliable to use. I really liked it.,5,2022-10-04,CBE,Google Play
"Every thing is good and functional , but the password length is too short and it is also receive only 4 numbers. I wish if the password field receives string",5,2022-10-02,CBE,Google Play
Your app is very simple to use. But please add search option so that we can easily find our transaction done with an account number.,5,2022-10-01,CBE,Google Play
Best app for ethio,5,2022-10-01,CBE,Google Play
It is not synchronizing. It was working nicely for me but now not updating my balance. Talked to the bankers but failed to solve it.,3,2022-10-01,CBE,Google Play
its good only where mobile data and wifi avelible areas,3,2022-10-01,CBE,Google Play
U are the best as always,5,2022-09-30,CBE,Google Play
Super fast app good work,3,2022-09-30,CBE,Google Play
በጣም አሪፍ App ነው ከባንክ ሰልፍ እና ብር ተሸክሞ ከመዞር ገላግሎኛል ።,5,2022-09-29,CBE,Google Play
When I started using the app for the first time I like it. But through time it started annoying me😠 Because it doesn't update the transaction history immediately. I remember one day I transferred 17000 to another account but I can't took screenshots of transportation history. It says repository........! It needs urgent system maintenance ‼️,4,2022-09-28,CBE,Google Play
Perfect app,5,2022-09-25,CBE,Google Play
Fantastic apps,5,2022-09-24,CBE,Google Play
Nice and smooth,5,2022-09-24,CBE,Google Play
It is easy and fast app,4,2022-09-22,CBE,Google Play
Unexpectedly non functional .impossible to perform tasks. Shat shall i do??,5,2022-09-22,CBE,Google Play
Intetesting Application for Banking. I use it since 2020.,5,2022-09-21,CBE,Google Play
"Best and easy application wich i like too. But try to incorporate d/t languages .e.g Afan oromo, somale, etc. to make more easier and convince for these who do not know english and amharic. Just like cbe birr.",5,2022-09-17,CBE,Google Play
"It is a good and progressive app through the updates. I think the app should further solve its bugs like 1. It doesn't download or share attachment on android 12 and 11, it used to work on android 10. 2. Sometimes transactions seem like they have failed and there are no records, but the transactions actually have passed this is a very serious issue, because people will try the transaction again which will end up doubling the payment.",4,2022-09-15,CBE,Google Play
Its good. But recently i have been having some problems. The app is transferring my money for a second time after i do. It shows the first transfer has failed and i usually do it again. Then after it shows that i have made two transfers. Could you fix this. Thank you,3,2022-09-15,CBE,Google Play
Good application is nice to same time and effort,5,2022-09-14,CBE,Google Play
It's cool app actually but it didn't accept transfer reasons more than once,5,2022-09-14,CBE,Google Play
በጣም ምቹ መተግበሪያ ነው,5,2022-09-10,CBE,Google Play
"Best in every thing but we can't trarnsfer to other banks with RTGS it costs us 50 cent per 100 birr which means 500 birr for 100,000 birr it's not fair to cost us this much. Even Abyssinia bank has RTGS which only cost 25 birr to transfer as much as we want. So, pls update ur system",2,2022-09-10,CBE,Google Play
"Nice,easy and saving time. Its the best app",5,2022-09-10,CBE,Google Play
Good so far. Much better than other bank apps.,5,2022-09-09,CBE,Google Play
"It says your device is rooted ,i cannot access this app with my device Which is samsung A21s",1,2022-09-09,CBE,Google Play
"Best and easy app for use than any other local bank's mobile banking system. But the system doesn't show recent transaction some times, though the transaction has done. Better to do on this and other upgrading facilities.",5,2022-09-08,CBE,Google Play
Exlent app..,2,2022-09-07,CBE,Google Play
Excellent App,5,2022-09-07,CBE,Google Play
It's the most simple and yet most effective app in Ethiopia. I'm really enjoying the usability of the app.,5,2022-09-06,CBE,Google Play
Ft birr metenu bishashal arid new,5,2022-09-05,CBE,Google Play
"It is a good app, but when there is no readymade bill for payment, it doesn't tell anything, just say continue. It will be nice if it tells us, the bill is not yet ready for payment.",4,2022-09-05,CBE,Google Play
Very cool and best app. Keep up the good work.,5,2022-09-05,CBE,Google Play
There is a problem with the app after the new update I can't share the transaction,3,2022-09-03,CBE,Google Play
